-600,600,600,600,600,3,0,3,600,4,0,4,600,4,0,4
0,-600,600,600,3,600,3,0,4,600,4,0,4,600,4,0
0,0,-600,600,0,3,600,3,0,4,600,4,0,4,600,4
0,0,0,-600,3,0,3,600,4,0,4,600,4,0,4,600
0,0,0,0,-600,600,600,600,600,1,0,1,600,1,0,1
0,0,0,0,0,-600,600,600,1,600,1,0,1,600,1,0
0,0,0,0,0,0,-600,600,0,1,600,1,0,1,600,1
0,0,0,0,0,0,0,-600,1,0,1,600,1,0,1,600
0,0,0,0,0,0,0,0,-600,600,600,600,600,1,0,1
0,0,0,0,0,0,0,0,0,-600,600,600,1,600,1,0
0,0,0,0,0,0,0,0,0,0,-600,600,0,1,600,1
0,0,0,0,0,0,0,0,0,0,0,-600,1,0,1,600
0,0,0,0,0,0,0,0,0,0,0,0,-600,600,600,600
0,0,0,0,0,0,0,0,0,0,0,0,0,-600,600,600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600,600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600
